timestamp,content,comments,retweets,likes,analytics,tags,tweet_link,tweet_id,Sentimiento
2024-12-07T13:12:03.000Z,"#Spotify Daily Top Songs Korea (Dec 6, 2024)#Jimin #ROSÉ #JungKook #GDRAGON #Jin #V #aespa #DAY6 #KendrickLamar #BingCrosbyDo not re-upload, copy, or edit",12,197,573,31K,"['#Spotify', '#Jimin', '#ROSÉ', '#JungKook', '#GDRAGON', '#Jin', '#V', '#aespa', '#DAY6', '#KendrickLamar', '#BingCrosby']",https://x.com/ChartsKRbot/status/1865383773233201469,tweet_id:1865383773233201469,positivo
2024-12-06T01:16:14.000Z,"三代目JSB「俺も・・俺も・・！」

      本当に仲良しで愉快なBROTHERS！　
　
     #三代目JSB #Spotify",0,23,204,7.3K,"['#三代目JSB', '#Spotify']",https://x.com/makigunjsb1/status/1864841244238901449,tweet_id:1864841244238901449,neutral
2024-12-06T13:57:40.000Z,«PEZZO DI CUORE» di Emma Marrone con Alessandra Amoroso supera 23 MILIONI di streams su #Spotify. ,0,22,163,10K,['#Spotify'],https://x.com/real_apm01/status/1865032865307566580,tweet_id:1865032865307566580,neutral
2024-12-03T01:10:37.000Z,"#Spotify x #SEVENTEEN①CARAT Station Tokyo MIYASHITA PARK n_space
宮下パーク セブチ
(12/2 18時過ぎに行った時はスムーズで宮下パークは待ち時間10分程度でノベルティGET&メッセージ記入→途中スタンプラリー鳥貴族４ヶ所→n_spaceも整理券発券し15分待ち位でした。)#SpotifyCARATStation",1,56,579,76K,"['#Spotify', '#SEVENTEEN', '#SpotifyCARATStation']",https://x.com/Natuu20000922/status/1863752668377997457,tweet_id:1863752668377997457,neutral
2024-12-06T19:13:21.000Z,"#DELUSIONAL  1,905,541 Streams on #Spotify(+169K)",1,10,112,1.3K,"['#DELUSIONAL', '#Spotify']",https://x.com/Kesha_turkey_/status/1865112311498694918,tweet_id:1865112311498694918,neutral
2024-12-04T16:28:13.000Z,Drop your T5s let me see something. #Spotify,4,0,4,547,['#Spotify'],https://x.com/Adocts/status/1864345975168377320,tweet_id:1864345975168377320,neutral
2024-12-06T03:54:25.000Z,"Aww, another super#ShamelessSelfpromoFriday for #WritingCommunity  & #contentcreators Drop #Links #Books #Blogs #Art #URL #Poetry #YouTube #Podcasts #Music #OnlyFans #Spotify #writersoftwitter #BooksWorthReading #amreading #authorscommunity #BookReview #booktwt #fiction",39,13,40,8.2K,"['#ShamelessSelfpromoFriday', '#WritingCommunity', '#contentcreators', '#Links', '#Books', '#Blogs', '#Art', '#URL', '#Poetry', '#YouTube', '#Podcasts', '#Music', '#OnlyFans', '#Spotify', '#writersoftwitter', '#BooksWorthReading', '#amreading', '#authorscommunity', '#BookReview', '#booktwt', '#fiction']",https://x.com/SwayamTewari/status/1864881055020228909,tweet_id:1864881055020228909,positivo
2024-12-05T21:44:00.000Z,"Send me your BEST SONG, I need new music  #spotify #soundcloud ",71,1,37,2.2K,"['#spotify', '#soundcloud']",https://x.com/TrendCityShow/status/1864787835779153989,tweet_id:1864787835779153989,positivo
2024-12-01T01:52:19.000Z,"今日は大安なので届いてから仕舞い込んでいたLOST CORNERの「Vinyl tape」開封の儀を滞りなく行いました（世界に報告）

とりあえず来年の手帳に貼ってみた。
このノベルティの良いところは、幸せのお裾分け出来るところ。
米さん、Spotifyさんありがとう。#がらくたくんがめっちゃ見てる#Spotify",5,1,160,2.3K,"['#がらくたくんがめっちゃ見てる', '#Spotify']",https://x.com/blue_mimosa/status/1863038384320696521,tweet_id:1863038384320696521,neutral
2024-12-02T17:53:01.000Z,"""EVIL"" received '92,905' [+10.92%] streams yesterday on #Spotify. (December 1, 2024)

— Biggest day since September 27.",3,9,114,1.1K,['#Spotify'],https://x.com/SpotifyMelanie/status/1863642541565919339,tweet_id:1863642541565919339,negativo
2024-12-06T17:28:11.000Z,".'s most streamed songs yesterday on #Spotify (December 5, 2024).",21,39,437,9.6K,['#Spotify'],https://x.com/Beyonce_data/status/1865085842806497449,tweet_id:1865085842806497449,positivo
2024-12-05T12:59:51.000Z,"I need a new music 
Drop your best music link #spotify #youtube",53,0,34,1.1K,"['#spotify', '#youtube']",https://x.com/JanessMerr78930/status/1864655929763061983,tweet_id:1864655929763061983,positivo
2024-12-06T23:41:27.000Z,".'s most streamed albums on #Spotify (December 5, 2024).",13,59,606,10K,['#Spotify'],https://x.com/Beyonce_data/status/1865179781626482925,tweet_id:1865179781626482925,positivo
2024-12-06T06:10:00.000Z,I need new music ASAP! My playlist is getting stale.  #Spotify #AppleMusic #Tidal ,9,0,6,287,"['#Spotify', '#AppleMusic', '#Tidal']",https://x.com/itsDjAnt/status/1864915173175136681,tweet_id:1864915173175136681,negativo
2024-12-06T15:45:40.000Z,Ayayayaya!!! #Davidofunds #Spotify,26,5,30,638,"['#Davidofunds', '#Spotify']",https://x.com/mobymedia12/status/1865060046935072769,tweet_id:1865060046935072769,neutral
2024-12-02T17:50:20.000Z,"Get Featured on our #Spotify #Playlist 1. Retweet this tweet
2. Drop your best song into the comments
---------------------  ",17,7,15,894,"['#Spotify', '#Playlist']",https://x.com/mzpromoz/status/1863641867482484837,tweet_id:1863641867482484837,positivo
2024-12-06T16:32:00.000Z,"Send me your BEST SONG, I need new music  #spotify #soundcloud ",57,2,28,1.7K,"['#spotify', '#soundcloud']",https://x.com/itsDjAnt/status/1865071706043281679,tweet_id:1865071706043281679,positivo
2024-12-04T15:46:16.000Z,Mera to yahi tha guys#SpotifyWrapped2024 #Spotify,3,2,13,993,"['#SpotifyWrapped2024', '#Spotify']",https://x.com/memecentral_teb/status/1864335419413766216,tweet_id:1864335419413766216,neutral
2024-12-05T22:20:52.000Z,«SE RINASCI» di Emma Marrone supera 800 MILA streams validi su #Spotify. ,2,16,172,5.4K,['#Spotify'],https://x.com/real_apm01/status/1864797112107405517,tweet_id:1864797112107405517,neutral
2024-12-04T15:31:44.000Z,"2021/ 2022 / 2023 / 2024
Me mostra tua retrospectiva dos últimos 4 anos no #Spotify #SpotifyWrapped2024",3,1,5,706,"['#Spotify', '#SpotifyWrapped2024']",https://x.com/mnicabellucci/status/1864331760785322024,tweet_id:1864331760785322024,neutral
2024-12-04T15:20:08.000Z,Şaşırtmadı  #Spotify,3,0,16,782,['#Spotify'],https://x.com/_sagocuyusraaa/status/1864328845316219072,tweet_id:1864328845316219072,neutral
2024-12-04T15:51:36.000Z,I blame every game with a helicopter in it for my number 1 top song. #Spotify,2,0,11,489,['#Spotify'],https://x.com/ImMoosey/status/1864336761876312479,tweet_id:1864336761876312479,positivo
2024-12-07T09:16:11.000Z,"I need new music for my #Spotify #Playlist !

We choose 1 winner   

How to start:     Retweet our last 10 tweets  Drop your best song into the comments below:  We will message the winner",7,0,4,264,"['#Spotify', '#Playlist']",https://x.com/mzpromoz/status/1865324414704763170,tweet_id:1865324414704763170,positivo
2024-12-04T19:36:23.000Z,Essa aqui é a Lana Del Rey que vocês ouvem no #Spotify ???,1,9,122,3K,['#Spotify'],https://x.com/sargentojunkes/status/1864393330945081357,tweet_id:1864393330945081357,neutral
2024-12-02T16:23:14.000Z,"Most streamed songs from 's ""RENAISSANCE"" on #Spotify: 

CUFF IT — 849,331,822
BREAK MY SOUL — 466,752,028
ALIEN SUPERSTAR — 254,893,959
ENERGY — 183,582,139
HEATED — 172,621,710
AMERICA HAS A PROBLEM — 164,141,383
COZY — 138,168,222
I'M THAT GIRL — 137,995,416
PURE/HONEY",93,260,2.7K,139K,['#Spotify'],https://x.com/Beyonce_data/status/1863619949387985083,tweet_id:1863619949387985083,positivo
2024-12-04T14:12:52.000Z,"Spotifyの個人年間レコード

1.米津玄師
2.藤井風
3.King Gnu
4.LET ME KNOW
5.サブリナ

そして年間12417分（206時間）も音楽を聞いてるんやな。カラオケ行きたいわ。",1,0,8,1.6K,[''],https://x.com/takeee814/status/1864311917172662431,tweet_id:1864311917172662431,neutral
2024-12-01T02:24:06.000Z,"𝗟𝗔𝗦𝗧 𝗖𝗛𝗔𝗡𝗖𝗘 I need new music for our #Spotify #Playlist  

Drop your song links below ",19,1,13,973,"['#Spotify', '#Playlist']",https://x.com/mzpromoz/status/1863046384355574239,tweet_id:1863046384355574239,positivo
2024-12-04T15:42:28.000Z,Mi lista de este año viene fuerte #Spotify,0,9,26,927,['#Spotify'],https://x.com/ElFarMagistral/status/1864334463590645953,tweet_id:1864334463590645953,neutral
2024-11-28T21:03:19.000Z,"demain c’est mon dernier jour avec la frauduleuse apple music, jretourne a la source #spotify",8,10,55,2.3K,['#spotify'],https://x.com/pjmiraa_/status/1862240882491011346,tweet_id:1862240882491011346,neutral
2024-11-30T13:22:59.000Z,Ya tengo mi #Spotify #Wrapped2024,0,54,351,26K,"['#Spotify', '#Wrapped2024']",https://x.com/dani_1742/status/1862849811512238189,tweet_id:1862849811512238189,neutral
2022-03-22T02:25:53.000Z,Para vocês o que é ser PATRIOTA? #Envolver #elpasodeanitta #spotify #Anitta    ,157,1.5K,9K,0,"['#Envolver', '#elpasodeanitta', '#spotify', '#Anitta']",https://x.com/garotodoblock/status/1506094787149062146,tweet_id:1506094787149062146,neutral
2021-05-29T05:32:08.000Z,Thank you  #Spotify #RADAR #Playlist #RollingStone #롤링스톤 #TREASURE #트레저,887,19K,57K,0,"['#Spotify', '#RADAR', '#Playlist', '#RollingStone', '#롤링스톤', '#TREASURE', '#트레저']",https://x.com/ygtreasuremaker/status/1398512460345212928,tweet_id:1398512460345212928,neutral
2021-03-19T08:02:47.000Z,트레저가  의 런칭을 환영합니다#스포티파이 에서 트레저의 음악을 들어보세요!#Spotify #SpotifyKR #글로벌뮤직플랫폼 #안녕스포티파이 #트레저 #TREASURE,599,14K,52K,0,"['#스포티파이', '#Spotify', '#SpotifyKR', '#글로벌뮤직플랫폼', '#안녕스포티파이', '#트레저', '#TREASURE']",https://x.com/ygtreasuremaker/status/1372820834243338242,tweet_id:1372820834243338242,neutral
2016-04-03T07:46:53.000Z,#NRJMusicNews  is currently the biggest artist on #iTunes and #Spotify #worldwide.,318,20K,35K,0,"['#NRJMusicNews', '#iTunes', '#Spotify', '#worldwide']",https://x.com/NRJLebanon/status/716532410624552960,tweet_id:716532410624552960,neutral
2017-09-23T08:41:11.000Z,Did you see my....... #BTS #DNA #Spotify #US_Chart #Unbelievable,2.8K,41K,77K,0,"['#BTS', '#DNA', '#Spotify', '#US_Chart', '#Unbelievable']",https://x.com/hitmanb/status/911510747716272128,tweet_id:911510747716272128,negativo
2017-12-04T05:29:14.000Z,"Este cumpleaños quería sorpréndelos a ustedes. Mi nueva canción #OjoPorOjo ya está en #Itunes y #Spotify  #Los22DeJohannVera  
iTunes : http://smarturl.it/ojox2a                 Spotify : http://smarturl.it/ojox2s",389,1K,5.1K,0,"['#OjoPorOjo', '#Itunes', '#Spotify', '#Los22DeJohannVera']",https://x.com/JohannVera1/status/937554364574715904,tweet_id:937554364574715904,neutral
2019-12-10T02:19:30.000Z,Thank you NEVERLAND#Spotify #2019ArtistWrapped,299,3.1K,13K,0,"['#Spotify', '#2019ArtistWrapped']",https://x.com/G_I_DLE/status/1204224087683293185,tweet_id:1204224087683293185,neutral
2022-05-24T09:08:37.000Z,"[] 
Ahgases! 7 or nothing. 
Check out 'This Is GOT7' playlist on #Spotifyhttps://open.spotify.com/playlist/37i9dQZF1DX4AYptQIdI2R?si=8ba38304860a45a0…#GOT7 #갓세븐 #MARK #JAYB #JACKSON #JINYOUNG #YOUNGJAE #BAMBAM #YUGYEOM #마크 #제이비 #잭슨 #진영 #영재 #뱀뱀 #유겸 #IGOT7 #아가새 #NANANA",275,26K,47K,0,"['#Spotify', '#GOT7', '#갓세븐', '#MARK', '#JAYB', '#JACKSON', '#JINYOUNG', '#YOUNGJAE', '#BAMBAM', '#YUGYEOM', '#마크', '#제이비', '#잭슨', '#진영', '#영재', '#뱀뱀', '#유겸', '#IGOT7', '#아가새', '#NANANA']",https://x.com/GOT7/status/1529026573059248128,tweet_id:1529026573059248128,neutral
2024-12-06T02:17:38.000Z,"[CHART IN]#Spotify  『Bubbles』
Spotify “Viral 50 -Japan-“ 1位皆さまのおかげでついに1位を獲得することが出来ましたSTARRYの皆さんと成し遂げた初1位本当にありがとうございます",71,277,1K,34K,['#Spotify'],https://x.com/wildblue_ykme/status/1864856698630062167,tweet_id:1864856698630062167,neutral
2019-05-22T13:31:56.000Z,Omg #spotify #viral #1 #,229,370,3.6K,0,"['#spotify', '#viral']",https://x.com/dunclaurence/status/1131190963047739393,tweet_id:1131190963047739393,neutral
2019-01-29T06:21:10.000Z,5 MILLONES DE SUSCRIPTORES  #Spotify !  GRACIAS #CNCOwners ,297,1.9K,10K,0,"['#Spotify', '#CNCOwners']",https://x.com/CNCOmusic/status/1090132727129665536,tweet_id:1090132727129665536,neutral
2021-02-01T04:47:19.000Z,"[#아스트로]
돌아온 #진진 의 #Spotify 플레이리스트#JINJIN_JSMR 2월 에디션이 오픈되었습니다Coffee 한 잔과 진진의 플레이리스트라면 우리 모두 Feel Good...JSMR로 #아로하 감성세포 충전 완료!렛츠기릿#ASTRO #AROHA #Coffee @SpotifyKDaebak https://spoti.fi/2L9jjbS",190,2.5K,11K,0,"['#아스트로', '#진진', '#Spotify', '#JINJIN_JSMR', '#아로하', '#ASTRO', '#AROHA', '#Coffee']",https://x.com/ASTRO_Staff/status/1356101802589003778,tweet_id:1356101802589003778,neutral
2020-05-02T02:06:32.000Z,"Agora podemos treinar juntos! Ouça minha playlist ""Working Out Together"" no . //
We are able to work out together listening to same tracks. Go to  and check my playlist ""Working Out Together"". #Spotify #WorkingOut #Playlist",345,339,4.8K,0,"['#Spotify', '#WorkingOut', '#Playlist']",https://x.com/Anitta/status/1256404675668164608,tweet_id:1256404675668164608,positivo
2024-12-07T14:16:59.000Z,CHRIS BROWN Is The Fourth Most Streamed Artist In South Africa On Spotify  #BreezyBowl #Spotify #SpotifyWrapped,0,5,5,117,"['#BreezyBowl', '#Spotify', '#SpotifyWrapped']",https://x.com/Cristiancitoo99/status/1865400114094764508,tweet_id:1865400114094764508,positivo
2024-12-04T16:52:40.000Z,January was a good month. #Spotify,2,0,33,2K,['#Spotify'],https://x.com/BlondeNerd/status/1864352131781951772,tweet_id:1864352131781951772,positivo
2024-11-05T23:00:04.000Z,"'꽃' 스포티파이 5억 스트리밍 달성을 축하합니다'FLOWER' hits 500,000,000 Streams on Spotify#JISOO #지수 #꽃 #Flower#Spotify #500MILLION",352,7.2K,23K,341K,"['#JISOO', '#지수', '#꽃', '#Flower', '#Spotify', '#500MILLION']",https://x.com/officialBLISSOO/status/1853935339909628088,tweet_id:1853935339909628088,neutral
2024-12-07T14:52:59.000Z,"Day 7

More replies I plead

Who's the best?#SpotifyWrapped #Spotify #music",0,0,0,0,"['#SpotifyWrapped', '#Spotify', '#music']",https://x.com/bbruhgaming/status/1865409173250527503,tweet_id:1865409173250527503,positivo
2024-12-07T14:52:14.000Z,"Year: 1985
Artist: Hawkwind
Album: The Chronicle of the Black Sword
Track: Sleep of a Thousand Tears
Genre: Space Rock#Music #Love #Peace #YouTube #Spotify",0,0,0,1,"['#Music', '#Love', '#Peace', '#YouTube', '#Spotify']",https://x.com/RAdam51410/status/1865408983755825337,tweet_id:1865408983755825337,positivo
2024-12-07T14:51:06.000Z,Spotify 2024 podcast review  powered by Google notebook Lm  enjoy the 4 minutes show Thank you#ai  #podcast  #spotify  #review  #show  #test #Talk #Trending  #Thanks #news  is on Instagram tiktok YouTube x restricted my content,0,0,0,17,"['#ai', '#podcast', '#spotify', '#review', '#show', '#test', '#Talk', '#Trending', '#Thanks', '#news']",https://x.com/Mrplainzradio/status/1865408700426682665,tweet_id:1865408700426682665,positivo
2024-12-07T14:53:03.000Z,"How well do you know The
Iredians?
Let the answer rolling..
.#SpotifyWrapped #Election2024 #Trump #INDvAUS #Dollar #Spotify",0,0,0,0,"['#SpotifyWrapped', '#Election2024', '#Trump', '#INDvAUS', '#Dollar', '#Spotify']",https://x.com/TheIredians/status/1865409193420689579,tweet_id:1865409193420689579,neutral
